FLAGS,VOR-,ETT+,BST+,KNO-,OID-,ERR-,0,0
18623.1,B,20,BI,0,,,,
18623.1,B,20,KL,1,,,,
18646.3,B,20,A+,1,,,,
18646.3,B,20,EL,1,,,,
18646.3,B,20,LA,1,275,,,
18646.3,B,20,OW,,,,,
18646.3,B,20,A-,1,,,,
18646.3,B,20,G-,1,275,275,1,
18646.3,B,23,B+,275,275,1,,
18646.3,B,20,BO,28,,,,
18646.3,B,23,BI,0,,,,
18646.3,B,23,B-,275,275,1,,
18646.3,B,20,KA,1,,,,
18650.1,B,11,AE,296,296,,,
18650.1,B,11,OW,,,,,
18650.1,B,11,B-,296,296,1,,
18650.1,B,12,B+,296,296,3,,
18650.1,B,11,BO,0,,,,
18650.1,B,12,BI,0,,,,
18650.1,B,12,OW,,,,,
18650.1,B,12,B-,296,296,1,,
18650.1,B,13,B+,296,296,1,,
18650.1,B,8,OW,,,,,
18650.1,B,8,B-,300,300,3,,
18650.1,B,11,B+,300,300,1,,
18650.1,B,8,BO,0,,,,
18650.1,B,11,BI,0,,,,
18650.1,B,11,AB,300,300,,,
18650.1,B,7,B-,301,301,1,,
18650.1,B,8,B+,301,301,1,,
18650.1,B,7,BO,0,,,,
18650.1,B,8,BI,0,,,,
18650.1,B,6,B-,302,302,1,,
18650.1,B,7,B+,302,302,1,,
18650.1,B,5,B-,303,303,1,,
18650.1,B,6,B+,303,303,1,,
18650.1,B,4,B-,307,307,1,,
18650.1,B,5,B+,307,307,1,,
18650.1,B,5,BO,0,,,,
18650.1,B,6,BI,0,,,,
18650.1,B,6,AB,303,303,,,
18650.1,B,1,B-,308,308,1,,
18650.1,B,4,B+,308,308,1,,
18650.1,B,1,BO,0,,,,
18650.1,B,4,BI,0,,,,
18650.1,B,4,AB,308,308,,,
18650.1,B,1,OW,,,,,
18651.5,B,12,BO,0,,,,
18651.5,B,13,BI,0,,,,
18651.5,B,6,BO,0,,,,
18651.5,B,7,BI,0,,,,
18651.5,B,4,BO,0,,,,
18651.5,B,5,BI,0,,,,
18651.6,B,5,OW,,,,,
18657.1,B,13,OW,,,,,
18657.1,B,13,B-,296,296,1,,
18657.1,B,14,B+,296,296,1,,
18657.1,B,7,OW,,,,,
18657.1,B,13,BO,0,,,,
18657.1,B,14,BI,0,,,,
18657.1,B,14,OW,,,,,
18657.1,B,14,B-,296,296,4,,
18657.1,B,21,B+,296,296,1,,
18657.1,B,14,BO,0,,,,
18657.1,B,21,BI,0,,,,
18657.1,B,21,AB,296,296,,,
18660.1,B,4,AE,308,308,,,
18660.1,B,4,OW,,,,,
18684.4,B,15,AE,294,294,,,
18684.4,B,15,OW,,,,,
18684.4,B,15,B-,294,294,1,,
18684.4,B,18,B+,294,294,1,,
18684.4,B,15,BO,0,,,,
18684.4,B,18,BI,0,,,,
18684.4,B,18,OW,,,,,
18684.4,B,18,B-,294,294,1,,
18684.4,B,19,B+,294,294,1,,
18684.8,B,6,AE,303,303,,,
18684.8,B,6,OW,,,,,
18685.8,B,18,BO,0,,,,
18685.8,B,19,BI,0,,,,
18691.4,B,19,OW,,,,,
18691.4,B,20,EE,1,,,,
18691.4,B,20,KE,1,,,,
18691.4,B,19,B-,294,294,1,,
18691.4,B,20,G+,1,294,294,1,
18691.4,B,20,LL,1,294,,,
18691.4,B,19,BO,0,,,,
18691.4,B,20,BI,0,,,,
18691.4,B,20,KL,1,,,,
18691.8,B,20,A+,1,,,,
18691.8,B,20,EL,1,,,,
18691.8,B,20,LA,1,279,,,
18691.8,B,20,OW,,,,,
18691.8,B,20,A-,1,,,,
18691.8,B,20,G-,1,279,279,1,
18691.8,B,23,B+,279,279,1,,
18691.8,B,20,BO,28,,,,
18691.8,B,23,BI,0,,,,
18691.8,B,23,B-,279,279,1,,
18691.8,B,20,KA,1,,,,
18700.7,B,10,AE,299,299,,,
18700.7,B,10,OW,,,,,
18700.7,B,10,B-,299,299,1,,
18700.7,B,12,B+,299,299,2,,
18700.7,B,10,BO,0,,,,
18700.7,B,12,BI,0,,,,
18700.7,B,12,OW,,,,,
18700.7,B,12,B-,299,299,1,,
18700.7,B,13,B+,299,299,1,,
18700.7,B,8,OW,,,,,
18700.7,B,8,B-,301,301,2,,
18700.7,B,10,B+,301,301,1,,
18700.7,B,8,BO,0,,,,
18700.7,B,10,BI,0,,,,
18700.7,B,10,AB,301,301,,,
18700.7,B,7,B-,302,302,1,,
18700.7,B,8,B+,302,302,1,,
18700.7,B,7,BO,0,,,,
18700.7,B,8,BI,0,,,,
18700.7,B,6,B-,303,303,1,,
18700.7,B,7,B+,303,303,1,,
18700.7,B,5,B-,304,304,1,,
18700.7,B,6,B+,304,304,1,,
18700.7,B,4,B-,308,308,1,,
18700.7,B,5,B+,308,308,1,,
18700.7,B,5,BO,0,,,,
18700.7,B,6,BI,0,,,,
18700.7,B,6,AB,304,304,,,
18700.7,B,1,B-,309,309,1,,
18700.7,B,4,B+,309,309,1,,
18700.7,B,1,BO,0,,,,
18700.7,B,4,BI,0,,,,
18700.7,B,4,AB,309,309,,,
18700.7,B,1,OW,,,,,
18702.1,B,12,BO,0,,,,
18702.1,B,13,BI,0,,,,
18702.1,B,6,BO,0,,,,
18702.1,B,7,BI,0,,,,
18702.1,B,4,BO,0,,,,
18702.1,B,5,BI,0,,,,
18703.4,B,5,OW,,,,,
18707.7,B,13,OW,,,,,
18707.7,B,13,B-,299,299,1,,
18707.7,B,14,B+,299,299,1,,
18707.7,B,7,OW,,,,,
18707.7,B,13,BO,0,,,,
18707.7,B,14,BI,0,,,,
18707.7,B,14,OW,,,,,
18707.7,B,14,B-,299,299,1,,
18707.7,B,15,B+,299,299,1,,
18707.7,B,14,BO,0,,,,
18707.7,B,15,BI,0,,,,
18707.7,B,15,AB,299,299,,,
18714.8,B,20,A+,1,,,,
18714.8,B,20,EL,1,,,,
18714.8,B,20,LA,1,276,,,
18714.8,B,20,OW,,,,,
18714.8,B,20,A-,1,,,,
18714.8,B,20,G-,1,276,276,1,
18714.8,B,23,B+,276,276,1,,
18714.8,B,20,BO,28,,,,
18714.8,B,23,BI,0,,,,
18714.8,B,23,B-,276,276,1,,
18714.8,B,20,KA,1,,,,
18716.1,B,22,AE,297,297,,,
18716.1,B,22,OW,,,,,
18716.1,B,22,B-,297,297,1,,
18716.1,B,12,B+,297,297,4,,
18716.1,B,22,BO,0,,,,
18716.1,B,12,BI,0,,,,
18716.1,B,12,OW,,,,,
18716.1,B,12,B-,297,297,1,,
18716.1,B,13,B+,297,297,1,,
18716.1,B,8,OW,,,,,
18716.1,B,8,B-,302,302,4,,
18716.1,B,22,B+,302,302,1,,
18716.1,B,8,BO,0,,,,
18716.1,B,22,BI,0,,,,
18716.1,B,22,AB,302,302,,,
18716.1,B,7,B-,303,303,1,,
18716.1,B,8,B+,303,303,1,,
18716.1,B,7,BO,0,,,,
18716.1,B,8,BI,0,,,,
18717.5,B,12,BO,0,,,,
18717.5,B,13,BI,0,,,,
18720.6,B,16,AE,295,295,,,
18720.6,B,16,OW,,,,,
18720.6,B,16,B-,295,295,1,,
18720.6,B,18,B+,295,295,2,,
18720.6,B,16,BO,0,,,,
18720.6,B,18,BI,0,,,,
18720.6,B,18,OW,,,,,
18720.6,B,18,B-,295,295,1,,
18720.6,B,19,B+,295,295,1,,
18722.0,B,18,BO,0,,,,
18722.0,B,19,BI,0,,,,
18722.9,B,4,AE,309,309,,,
18722.9,B,4,OW,,,,,
18723.1,B,13,OW,,,,,
18723.1,B,13,B-,297,297,1,,
18723.1,B,14,B+,297,297,1,,
18723.1,B,13,BO,0,,,,
18723.1,B,14,BI,0,,,,
18723.1,B,14,OW,,,,,
18723.1,B,14,B-,297,297,2,,
18723.1,B,16,B+,297,297,1,,
18723.1,B,14,BO,0,,,,
18723.1,B,16,BI,0,,,,
18723.1,B,16,AB,297,297,,,
18727.2,B,9,AE,298,298,,,
18727.2,B,9,OW,,,,,
18727.2,B,9,B-,298,298,1,,
18727.2,B,12,B+,298,298,1,,
18727.2,B,9,BO,0,,,,
18727.2,B,12,BI,0,,,,
18727.2,B,12,OW,,,,,
18727.2,B,12,B-,298,298,1,,
18727.2,B,13,B+,298,298,1,,
18727.2,B,8,OW,,,,,
18727.2,B,8,B-,303,303,1,,
18727.2,B,9,B+,303,303,1,,
18727.2,B,8,BO,0,,,,
18727.2,B,9,BI,0,,,,
18727.2,B,9,AB,303,303,,,
18727.7,B,19,OW,,,,,
18727.7,B,20,EE,1,,,,
18727.7,B,20,KE,1,,,,
18727.7,B,19,B-,295,295,1,,
18727.7,B,20,G+,1,295,295,1,
18727.7,B,20,LL,1,295,,,
18727.7,B,19,BO,0,,,,
18727.7,B,20,BI,0,,,,
18727.7,B,20,KL,1,,,,
18728.6,B,12,BO,0,,,,
18728.6,B,13,BI,0,,,,
18734.3,B,13,OW,,,,,
18734.3,B,13,B-,298,298,1,,
18734.3,B,14,B+,298,298,1,,
18734.3,B,13,BO,0,,,,
18734.3,B,14,BI,0,,,,
18737.6,B,6,AE,304,304,,,
18737.6,B,6,OW,,,,,
18737.6,B,6,B-,304,304,1,,
18737.6,B,7,B+,304,304,1,,
18737.6,B,5,B-,305,305,1,,
18737.6,B,6,B+,305,305,1,,
18737.6,B,4,B-,309,309,1,,
18737.6,B,5,B+,309,309,1,,
18737.6,B,5,BO,0,,,,
18737.6,B,6,BI,0,,,,
18737.6,B,6,AB,305,305,,,
18737.6,B,1,B-,310,310,1,,
18737.6,B,4,B+,310,310,1,,
18737.6,B,1,BO,0,,,,
18737.6,B,4,BI,0,,,,
18737.6,B,4,AB,310,310,,,
18737.6,B,1,OW,,,,,
18739.0,B,6,BO,0,,,,
18739.0,B,7,BI,0,,,,
18739.0,B,4,BO,0,,,,
18739.0,B,5,BI,0,,,,
18739.0,B,5,OW,,,,,
18741.7,B,17,AE,293,293,,,
18741.7,B,17,OW,,,,,
18741.7,B,17,B-,293,293,1,,
18741.7,B,18,B+,293,293,3,,
18741.7,B,17,BO,0,,,,
18741.7,B,18,BI,0,,,,
18741.7,B,18,OW,,,,,
18741.7,B,18,B-,293,293,1,,
18741.7,B,19,B+,293,293,1,,
18741.7,B,14,OW,,,,,
18741.7,B,14,B-,298,298,3,,
18741.7,B,17,B+,298,298,1,,
18741.7,B,14,BO,0,,,,
18741.7,B,17,BI,0,,,,
18741.7,B,17,AB,298,298,,,
18742.2,B,4,AE,310,310,,,
18742.2,B,4,OW,,,,,
18743.1,B,18,BO,0,,,,
18743.1,B,19,BI,0,,,,
18744.6,B,7,OW,,,,,
18744.6,B,7,B-,304,304,1,,
18744.6,B,8,B+,304,304,1,,
18744.6,B,7,BO,0,,,,
18744.6,B,8,BI,0,,,,
18748.8,B,19,OW,,,,,
18748.8,B,20,EE,1,,,,
18748.8,B,20,KE,1,,,,
18748.8,B,19,B-,293,293,1,,
18748.8,B,20,G+,1,293,293,1,
18748.8,B,20,LL,1,293,,,
18748.8,B,19,BO,0,,,,
18748.8,B,20,BI,0,,,,
18748.8,B,20,KL,1,,,,
18764.1,B,6,AE,305,305,,,
18764.1,B,6,OW,,,,,
18764.1,B,6,B-,305,305,1,,
18764.1,B,7,B+,305,305,1,,
18764.1,B,5,B-,306,306,1,,
18764.1,B,6,B+,306,306,1,,
18764.1,B,4,B-,310,310,1,,
18764.1,B,5,B+,310,310,1,,
18764.1,B,5,BO,0,,,,
18764.1,B,6,BI,0,,,,
18764.1,B,6,AB,306,306,,,
18764.1,B,1,B-,311,311,1,,
18764.1,B,4,B+,311,311,1,,
18764.1,B,1,BO,0,,,,
18764.1,B,4,BI,0,,,,
18764.1,B,4,AB,311,311,,,
18764.1,B,1,OW,,,,,
18765.5,B,6,BO,0,,,,
18765.5,B,7,BI,0,,,,
18765.5,B,4,BO,0,,,,
18765.5,B,5,BI,0,,,,
18765.5,B,5,OW,,,,,
18771.2,B,7,OW,,,,,
18773.7,B,4,AE,311,311,,,
18773.7,B,4,OW,,,,,
18783.3,B,20,A+,1,,,,
18783.3,B,20,EL,1,,,,
18783.3,B,20,LA,1,282,,,
18783.3,B,20,OW,,,,,
18783.3,B,20,A-,1,,,,
18783.3,B,20,G-,1,282,282,1,
18783.3,B,23,B+,282,282,1,,
18783.3,B,20,BO,28,,,,
18783.3,B,23,BI,0,,,,
18783.3,B,23,B-,282,282,1,,
18783.3,B,20,KA,1,,,,
18797.9,B,20,A+,1,,,,
18797.9,B,20,EL,1,,,,
18797.9,B,20,LA,1,280,,,
18797.9,B,20,OW,,,,,
18797.9,B,20,A-,1,,,,
18797.9,B,20,G-,1,280,280,1,
18797.9,B,23,B+,280,280,1,,
18797.9,B,20,BO,28,,,,
18797.9,B,23,BI,0,,,,
18797.9,B,23,B-,280,280,1,,
18797.9,B,20,KA,1,,,,
18799.2,B,22,AE,302,302,,,
18799.2,B,22,OW,,,,,
18799.2,B,22,B-,302,302,1,,
18799.2,B,12,B+,302,302,4,,
18799.2,B,22,BO,0,,,,
18799.2,B,12,BI,0,,,,
18799.2,B,12,OW,,,,,
18799.2,B,12,B-,302,302,1,,
18799.2,B,13,B+,302,302,1,,
18799.2,B,8,OW,,,,,
18799.2,B,8,B-,304,304,4,,
18799.2,B,22,B+,304,304,1,,
18799.2,B,8,BO,0,,,,
18799.2,B,22,BI,0,,,,
18799.2,B,22,AB,304,304,,,
18799.2,B,7,B-,305,305,1,,
18799.2,B,8,B+,305,305,1,,
18799.2,B,7,BO,0,,,,
18799.2,B,8,BI,0,,,,
18799.9,B,6,AE,306,306,,,
18799.9,B,6,OW,,,,,
18799.9,B,6,B-,306,306,1,,
18799.9,B,7,B+,306,306,1,,
18799.9,B,5,B-,307,307,1,,
18799.9,B,6,B+,307,307,1,,
18799.9,B,4,B-,311,311,1,,
18799.9,B,5,B+,311,311,1,,
18799.9,B,5,BO,0,,,,
18799.9,B,6,BI,0,,,,
18799.9,B,6,AB,307,307,,,
18799.9,B,1,B-,312,312,1,,
18799.9,B,4,B+,312,312,1,,
18799.9,B,1,BO,0,,,,
18799.9,B,4,BI,0,,,,
18799.9,B,4,AB,312,312,,,
18799.9,B,1,OW,,,,,
18800.6,B,12,BO,0,,,,
18800.6,B,13,BI,0,,,,
18801.3,B,6,BO,0,,,,
18801.3,B,7,BI,0,,,,
18801.3,B,4,BO,0,,,,
18801.3,B,5,BI,0,,,,
18801.4,B,5,OW,,,,,
18806.3,B,13,OW,,,,,
18806.3,B,13,B-,302,302,1,,
18806.3,B,14,B+,302,302,1,,
18806.3,B,13,BO,0,,,,
18806.3,B,14,BI,0,,,,
18807.0,B,7,OW,,,,,
18814.3,B,4,AE,312,312,,,
18814.3,B,4,OW,,,,,
18838.0,B,6,AE,307,307,,,
18838.0,B,6,OW,,,,,
18849.5,B,21,AE,296,296,,,
18849.5,B,21,OW,,,,,
18849.5,B,21,B-,296,296,1,,
18849.5,B,18,B+,296,296,4,,
18849.5,B,21,BO,0,,,,
18849.5,B,18,BI,0,,,,
18849.5,B,18,OW,,,,,
18849.5,B,18,B-,296,296,1,,
18849.5,B,19,B+,296,296,1,,
18849.5,B,14,OW,,,,,
18849.5,B,14,B-,302,302,4,,
18849.5,B,21,B+,302,302,1,,
18849.5,B,14,BO,0,,,,
18849.5,B,21,BI,0,,,,
18849.5,B,21,AB,302,302,,,
18850.9,B,18,BO,0,,,,
18850.9,B,19,BI,0,,,,
18856.5,B,19,OW,,,,,
18856.5,B,20,EE,1,,,,
18856.5,B,20,KE,1,,,,
18856.5,B,19,B-,296,296,1,,
18856.5,B,20,G+,1,296,296,1,
18856.5,B,20,LL,1,296,,,
18856.5,B,19,BO,0,,,,
18856.5,B,20,BI,0,,,,
18856.5,B,20,KL,1,,,,
18884.6,B,20,A+,1,,,,
18884.6,B,20,EL,1,,,,
18884.6,B,20,LA,1,281,,,
18884.6,B,20,OW,,,,,
18884.6,B,20,A-,1,,,,
18884.6,B,20,G-,1,281,281,1,
18884.6,B,23,B+,281,281,1,,
18884.6,B,20,BO,28,,,,
18884.6,B,23,BI,0,,,,
18884.6,B,23,B-,281,281,1,,
18884.6,B,20,KA,1,,,,
18898.7,B,15,AE,299,299,,,
18898.7,B,15,OW,,,,,
18898.7,B,15,B-,299,299,1,,
18898.7,B,18,B+,299,299,1,,
18898.7,B,15,BO,0,,,,
18898.7,B,18,BI,0,,,,
18898.7,B,18,OW,,,,,
18898.7,B,18,B-,299,299,1,,
18898.7,B,19,B+,299,299,1,,
18900.1,B,18,BO,0,,,,
18900.1,B,19,BI,0,,,,
18905.7,B,19,OW,,,,,
18905.7,B,20,EE,1,,,,
18905.7,B,20,KE,1,,,,
18905.7,B,19,B-,299,299,1,,
18905.7,B,20,G+,1,299,299,1,
18905.7,B,20,LL,1,299,,,
18905.7,B,19,BO,0,,,,
18905.7,B,20,BI,0,,,,
18905.7,B,20,KL,1,,,,
18914.4,B,16,AE,297,297,,,
18914.4,B,16,OW,,,,,
18914.4,B,16,B-,297,297,1,,
18914.4,B,18,B+,297,297,2,,
18914.4,B,16,BO,0,,,,
18914.4,B,18,BI,0,,,,
18914.4,B,18,OW,,,,,
18914.4,B,18,B-,297,297,1,,
18914.4,B,19,B+,297,297,1,,
18915.8,B,18,BO,0,,,,
18915.8,B,19,BI,0,,,,
18921.4,B,19,OW,,,,,
18921.4,B,20,EE,1,,,,
18921.4,B,20,KE,1,,,,
18921.4,B,19,B-,297,297,1,,
18921.4,B,20,G+,1,297,297,1,
18921.4,B,20,LL,1,297,,,
18921.4,B,19,BO,0,,,,
18921.4,B,20,BI,0,,,,
18921.4,B,20,KL,1,,,,
18923.4,B,17,AE,298,298,,,
18923.4,B,17,OW,,,,,
18923.4,B,17,B-,298,298,1,,
18923.4,B,18,B+,298,298,3,,
18923.4,B,17,BO,0,,,,
18923.4,B,18,BI,0,,,,
18923.4,B,18,OW,,,,,
18923.4,B,18,B-,298,298,1,,
18923.4,B,19,B+,298,298,1,,
18924.8,B,18,BO,0,,,,
18924.8,B,19,BI,0,,,,
18930.4,B,19,OW,,,,,
18930.4,B,20,EE,1,,,,
18930.4,B,20,KE,1,,,,
18930.4,B,19,B-,298,298,1,,
18930.4,B,20,G+,1,298,298,1,
18930.4,B,20,LL,1,298,,,
18930.4,B,19,BO,0,,,,
18930.4,B,20,BI,0,,,,
18930.4,B,20,KL,1,,,,
18995.5,B,20,A+,1,,,,
18995.5,B,20,EL,1,,,,
18995.5,B,20,LA,1,284,,,
18995.5,B,20,OW,,,,,
18995.5,B,20,A-,1,,,,
18995.5,B,20,G-,1,284,284,1,
18995.5,B,23,B+,284,284,1,,
18995.5,B,20,BO,28,,,,
18995.5,B,23,BI,0,,,,
18995.5,B,23,B-,284,284,1,,
18995.5,B,20,KA,1,,,,
19004.7,B,11,AE,300,300,,,
19004.7,B,11,OW,,,,,
19004.7,B,11,B-,300,300,1,,
19004.7,B,12,B+,300,300,3,,
19004.7,B,11,BO,0,,,,
19004.7,B,12,BI,0,,,,
19004.7,B,12,OW,,,,,
19004.7,B,12,B-,300,300,1,,
19004.7,B,13,B+,300,300,1,,
19004.7,B,8,OW,,,,,
19004.7,B,8,B-,305,305,3,,
19004.7,B,11,B+,305,305,1,,
19004.7,B,8,BO,0,,,,
19004.7,B,11,BI,0,,,,
19004.7,B,11,AB,305,305,,,
19004.7,B,7,B-,306,306,1,,
19004.7,B,8,B+,306,306,1,,
19004.7,B,7,BO,0,,,,
19004.7,B,8,BI,0,,,,
19004.7,B,6,B-,307,307,1,,
19004.7,B,7,B+,307,307,1,,
19004.7,B,5,B-,308,308,1,,
19004.7,B,6,B+,308,308,1,,
19004.7,B,4,B-,312,312,1,,
19004.7,B,5,B+,312,312,1,,
19004.7,B,5,BO,0,,,,
19004.7,B,6,BI,0,,,,
19004.7,B,6,AB,308,308,,,
19004.7,B,1,B-,313,313,1,,
19004.7,B,4,B+,313,313,1,,
19004.7,B,1,BO,0,,,,
19004.7,B,4,BI,0,,,,
19004.7,B,4,AB,313,313,,,
19004.7,B,1,OW,,,,,
19006.2,B,12,BO,0,,,,
19006.2,B,13,BI,0,,,,
19006.2,B,6,BO,0,,,,
19006.2,B,7,BI,0,,,,
19006.2,B,4,BO,0,,,,
19006.2,B,5,BI,0,,,,
19007.5,B,5,OW,,,,,
19011.8,B,13,OW,,,,,
19011.8,B,13,B-,300,300,1,,
19011.8,B,14,B+,300,300,1,,
19011.8,B,7,OW,,,,,
19011.8,B,13,BO,0,,,,
19011.8,B,14,BI,0,,,,
19011.8,B,14,OW,,,,,
19011.8,B,14,B-,300,300,1,,
19011.8,B,15,B+,300,300,1,,
19011.8,B,14,BO,0,,,,
19011.8,B,15,BI,0,,,,
19011.8,B,15,AB,300,300,,,
19013.1,B,4,AE,313,313,,,
19013.1,B,4,OW,,,,,
19022.0,B,21,AE,302,302,,,
19022.0,B,21,OW,,,,,
19022.0,B,21,B-,302,302,1,,
19022.0,B,18,B+,302,302,4,,
19022.0,B,21,BO,0,,,,
19022.0,B,18,BI,0,,,,
19022.0,B,18,OW,,,,,
19022.0,B,18,B-,302,302,1,,
19022.0,B,19,B+,302,302,1,,
19023.4,B,18,BO,0,,,,
19023.4,B,19,BI,0,,,,
19026.6,B,6,AE,308,308,,,
19026.6,B,6,OW,,,,,
19029.0,B,19,OW,,,,,
19029.0,B,20,EE,1,,,,
19029.0,B,20,KE,1,,,,
19029.0,B,19,B-,302,302,1,,
19029.0,B,20,G+,1,302,302,1,
19029.0,B,20,LL,1,302,,,
19029.0,B,19,BO,0,,,,
19029.0,B,20,BI,0,,,,
19029.0,B,20,KL,1,,,,
19060.1,B,20,A+,1,,,,
19060.1,B,20,EL,1,,,,
19060.1,B,20,LA,1,286,,,
19060.1,B,20,OW,,,,,
19060.1,B,20,A-,1,,,,
19060.1,B,20,G-,1,286,286,1,
19060.1,B,23,B+,286,286,1,,
19060.1,B,20,BO,28,,,,
19060.1,B,23,BI,0,,,,
19060.1,B,23,B-,286,286,1,,
19060.1,B,20,KA,1,,,,
19061.4,B,20,A+,1,,,,
19061.4,B,20,EL,1,,,,
19061.4,B,20,LA,1,283,,,
19061.4,B,20,OW,,,,,
19061.4,B,20,A-,1,,,,
19061.4,B,20,G-,1,283,283,1,
19061.4,B,23,B+,283,283,1,,
19061.4,B,20,BO,28,,,,
19061.4,B,23,BI,0,,,,
19061.4,B,23,B-,283,283,1,,
19061.4,B,20,KA,1,,,,
19086.2,B,9,AE,303,303,,,
19086.2,B,9,OW,,,,,
19086.2,B,9,B-,303,303,1,,
19086.2,B,12,B+,303,303,1,,
19086.2,B,9,BO,0,,,,
19086.2,B,12,BI,0,,,,
19086.2,B,12,OW,,,,,
19086.2,B,12,B-,303,303,1,,
19086.2,B,13,B+,303,303,1,,
19086.2,B,8,OW,,,,,
19086.2,B,8,B-,306,306,1,,
19086.2,B,9,B+,306,306,1,,
19086.2,B,8,BO,0,,,,
19086.2,B,9,BI,0,,,,
19086.2,B,9,AB,306,306,,,
19086.2,B,7,B-,307,307,1,,
19086.2,B,8,B+,307,307,1,,
19086.2,B,7,BO,0,,,,
19086.2,B,8,BI,0,,,,
19086.2,B,6,B-,308,308,1,,
19086.2,B,7,B+,308,308,1,,
19086.2,B,5,B-,309,309,1,,
19086.2,B,6,B+,309,309,1,,
19086.2,B,4,B-,313,313,1,,
19086.2,B,5,B+,313,313,1,,
19086.2,B,5,BO,0,,,,
19086.2,B,6,BI,0,,,,
19086.2,B,6,AB,309,309,,,
19086.2,B,1,B-,314,314,1,,
19086.2,B,4,B+,314,314,1,,
19086.2,B,1,BO,0,,,,
19086.2,B,4,BI,0,,,,
19086.2,B,4,AB,314,314,,,
19086.2,B,1,OW,,,,,
19086.9,B,22,AE,304,304,,,
19086.9,B,22,OW,,,,,
19086.9,B,22,B-,304,304,1,,
19086.9,B,12,B+,304,304,4,,
19086.9,B,22,BO,0,,,,
19086.9,B,12,BI,0,,,,
19086.9,B,12,OW,,,,,
19086.9,B,8,OW,,,,,
19086.9,B,8,B-,307,307,4,,
19086.9,B,22,B+,307,307,1,,
19086.9,B,8,BO,0,,,,
19086.9,B,22,BI,0,,,,
19086.9,B,22,AB,307,307,,,
19087.6,B,12,BO,0,,,,
19087.6,B,13,BI,0,,,,
19087.6,B,4,BO,0,,,,
19087.6,B,5,BI,0,,,,
19087.6,B,5,OW,,,,,
19087.6,B,6,BO,0,,,,
19087.6,B,7,BI,0,,,,
19087.6,B,12,B-,304,304,1,,
19087.6,B,13,B+,304,304,1,,
19089.0,B,12,BO,0,,,,
19089.0,B,13,BI,0,,,,
19093.2,B,7,OW,,,,,
19093.2,B,7,B-,308,308,1,,
19093.2,B,8,B+,308,308,1,,
19093.2,B,13,OW,,,,,
19093.2,B,13,B-,303,303,1,,
19093.2,B,14,B+,303,303,1,,
19093.2,B,7,BO,0,,,,
19093.2,B,8,BI,0,,,,
19093.2,B,13,BO,0,,,,
19093.2,B,14,BI,0,,,,
19093.2,B,14,OW,,,,,
19093.2,B,14,B-,303,303,2,,
19093.2,B,16,B+,303,303,1,,
19093.2,B,14,BO,0,,,,
19093.2,B,16,BI,0,,,,
19093.2,B,16,AB,303,303,,,
19094.6,B,13,OW,,,,,
19094.6,B,13,B-,304,304,1,,
19094.6,B,14,B+,304,304,1,,
19094.6,B,13,BO,0,,,,
19094.6,B,14,BI,0,,,,
19094.6,B,14,OW,,,,,
19094.6,B,14,B-,304,304,3,,
19094.6,B,17,B+,304,304,1,,
19094.6,B,14,BO,0,,,,
19094.6,B,17,BI,0,,,,
19094.6,B,17,AB,304,304,,,
19095.0,B,4,AE,314,314,,,
19095.0,B,4,OW,,,,,
19115.7,B,11,AE,305,305,,,
19115.7,B,11,OW,,,,,
19115.7,B,11,B-,305,305,1,,
19115.7,B,12,B+,305,305,3,,
19115.7,B,11,BO,0,,,,
19115.7,B,12,BI,0,,,,
19115.7,B,12,OW,,,,,
19115.7,B,12,B-,305,305,1,,
19115.7,B,13,B+,305,305,1,,
19115.7,B,8,OW,,,,,
19115.7,B,8,B-,308,308,3,,
19115.7,B,11,B+,308,308,1,,
19115.7,B,8,BO,0,,,,
19115.7,B,11,BI,0,,,,
19115.7,B,11,AB,308,308,,,
19117.2,B,12,BO,0,,,,
19117.2,B,13,BI,0,,,,
19119.9,B,20,A+,1,,,,
19119.9,B,20,EL,1,,,,
19119.9,B,20,LA,1,285,,,
19119.9,B,20,OW,,,,,
19119.9,B,20,A-,1,,,,
19119.9,B,20,G-,1,285,285,1,
19119.9,B,23,B+,285,285,1,,
19119.9,B,20,BO,28,,,,
19119.9,B,23,BI,0,,,,
19119.9,B,23,B-,285,285,1,,
19119.9,B,20,KA,1,,,,
19121.5,B,6,AE,309,309,,,
19121.5,B,6,OW,,,,,
19121.5,B,6,B-,309,309,1,,
19121.5,B,7,B+,309,309,1,,
19121.5,B,5,B-,310,310,1,,
19121.5,B,6,B+,310,310,1,,
19121.5,B,4,B-,314,314,1,,
19121.5,B,5,B+,314,314,1,,
19121.5,B,5,BO,0,,,,
19121.5,B,6,BI,0,,,,
19121.5,B,6,AB,310,310,,,
19121.5,B,1,B-,315,315,1,,
19121.5,B,4,B+,315,315,1,,
19121.5,B,1,BO,0,,,,
19121.5,B,4,BI,0,,,,
19121.5,B,4,AB,315,315,,,
19121.5,B,1,OW,,,,,
19122.8,B,13,OW,,,,,
19122.8,B,13,B-,305,305,1,,
19122.8,B,14,B+,305,305,1,,
19122.8,B,13,BO,0,,,,
19122.8,B,14,BI,0,,,,
19122.8,B,14,OW,,,,,
19122.8,B,14,B-,305,305,4,,
19122.8,B,21,B+,305,305,1,,
19122.8,B,14,BO,0,,,,
19122.8,B,21,BI,0,,,,
19122.8,B,21,AB,305,305,,,
19122.9,B,6,BO,0,,,,
19122.9,B,7,BI,0,,,,
